group_id,orbital_period_days,eccentricity,impact_parameter,transit_duration_hours,transit_depth,radius_ratio_rp_rs,inclination_deg,a_over_rs,planet_radius_rearth,semi_major_axis_au,equilibrium_temp_k,insolation_earth,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun
11856178,9.13315062,0.0,0.275,2.1557,231.2,0.014047,89.5,31.6,1.48,0.0867,900.0,155.42,6122.0,4.487,-0.18,0.964,1.041
6768394,335.56311,0.0,0.12,13.06,158.0,0.011552,89.95,197.2,1.83,0.9777,333.0,2.9,6200.0,4.16,-0.1,1.448,1.105
10545066,154.607419,0.0,0.0898,9.225,279.9,0.015319,89.95,129.5,1.56,0.5675,340.0,3.16,6017.0,4.508,-0.16,0.931,1.016
7663405,57.132855,0.0,0.32,4.958,414.1,0.018363,89.78,85.1,1.81,0.273,414.0,6.94,5157.0,4.445,0.18,0.904,0.83
11358389,28.2251049,0.0,0.778,2.354,201.3,0.01426,89.25,59.6,1.59,0.1838,625.0,36.13,6014.0,4.436,-0.04,1.021,1.037
5706595,150.381954,0.0,0.892,4.968,396.1,0.021711,89.56,115.3,2.26,0.5454,325.0,2.63,5569.0,4.459,0.14,0.954,0.955
12885212,95.906433,0.0,0.576,4.08,836.2,0.027054,89.78,152.7,2.17,0.3684,288.0,1.63,4620.0,4.564,0.12,0.736,0.723
3548044,445.21685,0.0,0.0,16.37,211.6,0.013227,90.0,210.5,1.37,1.061,237.0,0.74,5670.0,4.387,-0.36,0.95,0.802
8168187,35.502865,0.0,0.783,8.149,115.9,0.010848,87.89,21.29,2.18,0.2088,724.0,64.83,5528.0,3.892,-0.3,1.839,0.962
9605514,66.789347,0.0,0.667,4.08,358.5,0.018351,89.6,96.3,2.07,0.3315,490.0,13.61,6297.0,4.448,-0.2,1.031,1.084
9418619,6.150251376,0.0,1.27,1.68923,2128.7,0.319491,82.71,10.006,100.03,0.0875,2251.0,6066.49,8914.0,3.896,0.07,2.867,2.357
7835312,29.5126153,0.0,0.188,6.314,188.2,0.01247,89.7,35.53,1.84,0.1888,678.0,49.95,5746.0,4.189,0.14,1.351,1.027
9221517,455.27405,0.0,0.2429,2.4,366.0,0.01719,89.95,1430.0,1.54,1.1097,196.0,0.35,5178.0,4.556,0.16,0.818,0.879
11623629,117.761,0.0,0.2505,3.454,53.9,0.006687,89.95,253.9,0.62,0.4503,337.0,3.06,5564.0,4.522,-0.14,0.85,0.877
10730703,46.331703,0.0,0.1484,4.514,299.9,0.015637,89.95,78.79,1.39,0.2441,441.0,8.98,5477.0,4.571,-0.06,0.815,0.907
7289317,7.1931193,0.0,0.296,2.935,125.6,0.010194,89.06,18.09,1.12,0.0712,916.0,166.3,5518.0,4.4,0.16,1.008,0.932
7375348,47.7439509,0.0,0.977,2.99,96.9,0.012349,88.26,32.3,1.74,0.2691,575.0,25.84,5949.0,4.272,0.18,1.292,1.14
1432789,4.57834367,0.0,0.232,3.987,140.7,0.010812,88.47,8.653,1.44,0.0546,1206.0,499.41,5782.0,4.28,0.16,1.22,1.035
12266636,12.654896,0.0,0.009,4.325,100.6,0.009121,89.98,22.56,1.02,0.1054,801.0,97.41,5833.0,4.407,-0.04,1.022,0.974
7974634,131.258668,0.0,0.4901,4.89,153.0,0.011652,89.95,181.5,1.59,0.5376,433.0,8.31,6443.0,4.325,-0.02,1.248,1.198
8182107,92.552007,0.0,0.513,2.135,282.6,0.015755,89.9,290.0,2.1,0.4134,440.0,8.87,5808.0,4.306,0.28,1.22,1.097
7974634,75.072964,0.0,0.2602,9.21,74.3,0.007983,89.95,60.6,1.09,0.3704,522.0,17.51,6443.0,4.325,-0.02,1.248,1.198
8163784,31.8134892,0.0,0.2316,1.422,234.2,0.013972,89.95,168.7,1.18,0.186,496.0,14.31,5505.0,4.586,-0.26,0.776,0.848
2305866,115.230655,0.0,0.95,17.735,164.4,0.014633,86.94,17.77,4.02,0.5311,632.0,37.8,6585.0,3.813,-0.08,2.517,1.502
5184911,106.25976,0.0,0.209,6.101,354.0,0.016656,89.91,132.4,1.5,0.4071,303.0,1.99,4827.0,4.508,0.32,0.823,0.796
6436029,505.462916,0.0,0.489,10.127,1724.0,0.038043,89.92,349.2,3.46,1.1528,181.0,0.25,4817.0,4.499,0.42,0.833,0.8
7767162,274.743032,0.0,0.4073,9.137,309.0,0.016394,89.95,213.9,2.16,0.8478,330.0,2.82,6277.0,4.306,-0.1,1.207,1.073
9478990,360.477635,0.0,72.848,4.332,604.0,71.862778,85.37,937.0,11943.8,1.0133,339.0,3.11,6266.0,4.101,-0.28,1.522,1.066
10793172,18.0811429,0.0,0.6214,4.44,71.2,0.008065,88.81,24.7,0.75,0.1326,638.0,39.18,5693.0,4.551,-0.08,0.856,0.95
11404644,5.902596818,0.0,0.168,5.5711,54894.0,0.215997,89.02,9.7742,25.8,0.0645,1123.0,376.53,6184.0,4.371,-0.16,1.094,1.022
8165617,214.013044,0.0,0.1289,7.87,123.2,0.010275,89.95,208.2,1.54,0.7579,397.0,5.89,6698.0,4.267,-0.12,1.37,1.273
8223568,143.09688,0.0,0.1129,17.74,125.0,0.010343,89.95,61.9,1.48,0.5927,441.0,8.94,6725.0,4.335,0.07,1.31,1.354
8223568,73.4567573,,,2.74,,,,,,,,,,,,,
8355178,13.0327301,0.0,0.67,3.902,242.3,0.015088,88.03,19.47,1.64,0.1109,809.0,101.4,6122.0,4.471,-0.1,0.996,1.07
4770174,31.9533679,0.0,0.773,8.424,106.1,0.010307,87.65,18.85,1.65,0.2167,725.0,65.15,6313.0,4.228,0.32,1.467,1.325
9838804,458.16754,0.0,0.1573,6.97,683.0,0.023647,89.95,508.0,2.11,1.1212,208.0,0.45,5536.0,4.566,-0.12,0.816,0.895
9020114,67.8766605,0.0,0.0011,2.598,389.2,0.018053,89.95,203.2,1.92,0.3322,455.0,10.11,6018.0,4.485,-0.04,0.975,1.058
7983117,25.0901574,0.0,0.935,8.273,37.7,0.006937,83.86,8.73,1.35,0.1746,852.0,124.33,6033.0,3.985,-0.1,1.788,1.127
9966219,326.6708,0.0,0.6133,10.84,386.4,0.018788,89.95,187.3,2.2,0.9045,283.0,1.52,5896.0,4.343,-0.22,1.072,0.924
11974540,143.21109362,,,2.71,,,,,,,,,,,,,
7219825,362.97828,0.0,0.055,14.083,260.6,0.014788,89.98,199.5,1.96,1.0009,296.0,1.81,6086.0,4.274,-0.16,1.216,1.013
9958962,240.192808,0.0,0.814,9.72,605.8,0.025124,89.6,117.7,2.68,0.7718,298.0,1.86,6004.0,4.484,-0.02,0.977,1.061
1718189,86.723653,0.0,0.662,4.852,241.0,0.014997,89.64,105.1,1.43,0.3799,391.0,5.5,5830.0,4.54,-0.14,0.876,0.97
8263187,36.566324,0.0,0.018,4.832,2943.0,0.048923,89.98,60.6,15.41,0.2296,828.0,110.92,5294.0,3.599,-0.38,2.884,1.206
2019477,20.5736113,0.0,0.032,11.222,76.0,0.007808,89.87,14.12,3.86,0.1819,1197.0,484.82,5440.0,3.404,0.3,4.524,1.894
9518710,0.954388314,0.0,0.737,6.26,57.2,0.007467,50.94,1.169,2.27,0.0233,3406.0,31694.26,7056.0,3.813,0.06,2.785,1.836
7289338,5.77451117,0.0,0.348,3.752,156.3,0.011499,88.21,11.18,1.87,0.0648,1232.0,544.74,5821.0,4.127,0.16,1.492,1.088
8218379,10.1384691,0.0,0.207,4.026,92.8,0.008748,89.37,19.0,0.74,0.0872,723.0,64.55,5483.0,4.589,-0.22,0.779,0.865
5706592,8.6040858,0.0,0.4146,3.01,87.6,0.008743,88.81,20.1,0.94,0.0836,947.0,189.96,6250.0,4.472,-0.26,0.986,1.052
8364232,65.415183,0.0,0.377,4.224,417.1,0.018514,89.81,111.9,1.31,0.2732,295.0,1.79,4348.0,4.62,-0.12,0.646,0.636
6670742,72.28198,0.0,0.2405,2.478,1265.0,0.033111,89.95,224.0,13.11,0.4318,984.0,221.28,7694.0,3.631,-0.08,3.627,2.054
6697976,371.70965709,,,4.65,,,,,,,,,,,,,
7592529,75.906736,0.0,0.0506,11.64,26.9,0.004771,89.95,50.0,0.63,0.3438,507.0,15.65,6140.0,4.248,-0.4,1.206,0.941
7592922,2.15888911,0.0,0.224,1.791,102.4,0.009185,88.59,9.08,0.72,0.0302,1130.0,384.49,5269.0,4.627,-0.34,0.713,0.79
7602351,17.5806026,0.0,0.879,4.17,138.8,0.012611,86.89,16.22,1.87,0.1352,816.0,104.96,5839.0,4.199,0.14,1.358,1.063
8362974,2.71772323,0.0,0.197,3.22,70.3,0.007496,88.23,6.4,0.72,0.0356,1123.0,375.05,5135.0,4.464,0.12,0.874,0.812
9301564,23.9830523,0.0,0.096,8.77,83.2,0.008278,89.74,20.97,1.17,0.1582,718.0,62.83,5696.0,4.178,-0.1,1.292,0.916
10089123,134.413808,0.0,0.1857,13.907,206.1,0.013076,89.95,73.5,1.69,0.5468,391.0,5.51,6013.0,4.37,0.44,1.187,1.206
8555967,347.97611,0.0,0.057,16.77,341.3,0.016926,89.98,160.9,1.62,0.9577,253.0,0.97,5995.0,4.536,-0.3,0.878,0.964
3765917,11.8187288,0.0,0.282,4.017,249.0,0.014436,89.26,21.911,2.09,0.1031,919.0,168.38,5803.0,4.211,0.14,1.328,1.046
3547760,5.78901936,0.0,0.1847,3.102,110.3,0.009509,89.38,14.16,0.78,0.0565,849.0,122.75,5289.0,4.546,-0.44,0.748,0.717
11290515,12.26708306,,,2.7,,,,,,,,,,,,,
8216763,6.33342309,0.0,1.101,3.46,123.3,0.113908,65.3,2.63,7.62,0.0578,625.0,36.11,4352.0,4.671,-0.2,0.613,0.64
6767227,5.522479,0.0,0.6606,2.666,33.1,0.005574,87.09,12.02,0.76,0.0624,1288.0,650.66,6532.0,4.271,-0.4,1.247,1.056
3854496,9.4588054,0.0,0.365,3.66,270.0,0.01527,88.88,18.72,1.78,0.091,943.0,187.04,6247.0,4.433,-0.06,1.066,1.122
3936061,71.008017,0.0,0.1788,5.395,170.2,0.011971,89.95,100.1,1.11,0.3221,419.0,7.27,5847.0,4.526,-0.38,0.849,0.882
3972432,2.90805147,0.0,0.771,2.812,103.1,0.01017,81.51,5.23,0.97,0.0394,1220.0,523.63,5889.0,4.543,-0.22,0.869,0.961
5860347,2.56271232,0.0,0.346,2.163,29.4,0.004923,87.68,8.56,0.48,0.0344,1171.0,443.49,5190.0,4.446,0.12,0.899,0.823
6715997,15.08186,0.0,0.7171,4.004,81.6,0.008867,88.24,20.4,0.98,0.115,758.0,78.11,5794.0,4.377,-0.22,1.012,0.89
6763884,2.44693823,0.0,0.611,0.954,26.4,0.00495,87.76,15.65,0.56,0.0358,1379.0,855.53,5821.0,4.419,0.1,1.033,1.022
6768616,13.05609,0.0,0.097,3.498,170.8,0.011992,89.81,28.7,1.3,0.1078,814.0,103.85,6078.0,4.434,-0.26,0.994,0.978
8394475,3.64049242,0.0,0.181,1.194,42.1,0.005936,89.55,23.1,0.61,0.0466,1136.0,393.32,5745.0,4.503,0.1,0.936,1.017
9340411,5.1581317,0.0,0.032,7.773,37.9,0.005502,89.64,5.128,2.02,0.0643,1642.0,1720.62,5155.0,3.511,-0.2,3.355,1.331
10163067,25.9136674,0.0,0.982,10.498,109.7,0.013137,78.12,4.77,3.37,0.1861,966.0,205.72,6167.0,3.804,-0.2,2.346,1.279
11241560,6.96197304,0.0,0.103,2.806,151.3,0.010933,89.69,19.07,0.97,0.0656,778.0,86.68,5008.0,4.506,0.06,0.814,0.775
11244571,7.8935324,0.0,0.303,3.444,47.6,0.006404,88.97,16.812,0.78,0.0775,1052.0,289.79,6306.0,4.346,-0.36,1.109,0.991
11282568,1.320499473,0.0,0.15,1.184,204.0,0.012893,89.0,8.56,18.94,0.0349,4477.0,95168.65,5172.0,2.693,0.07,13.454,3.257
11286311,13.1538409,0.0,0.39,11.56,104.6,0.009369,87.25,8.12,1.03,0.1033,750.0,74.8,5443.0,4.36,0.0,1.008,0.848
8043638,36.0484798,0.0,0.294,5.763,127.6,0.01029,89.38,46.2,1.24,0.2096,566.0,24.28,5602.0,4.33,0.12,1.1,0.944
11176166,4.2742605,0.0,0.089,2.687,263.8,0.015001,89.59,12.3,1.88,0.0533,1326.0,730.69,6477.0,4.361,-0.26,1.148,1.102
1293379,27.556452,0.0,0.1438,8.23,289.2,0.015347,89.95,25.72,1.4,0.1748,531.0,18.86,5509.0,4.565,0.02,0.836,0.937
4076061,566.28176,0.0,0.2065,20.39,1200.0,0.031803,89.95,214.5,2.79,1.2853,203.0,0.4,5829.0,4.575,-0.42,0.802,0.879
5951140,0.52740121,0.0,0.4309,4.807,1316.0,0.033391,64.17,0.981,1.49,0.0097,1027.0,263.23,3582.0,4.847,-0.1,0.41,0.431
5966732,1.400903699,0.0,0.196,0.883,136.5,0.0109,89.07,12.03,1.16,0.0248,1764.0,2284.73,6375.0,4.474,-0.42,0.975,1.033
6842345,17.3816224,0.0,0.666,2.73456,59099.0,0.238323,89.25,50.704,26.55,0.13,756.0,77.09,6116.0,4.407,-0.3,1.02,0.969
6853172,28.655498,0.0,0.079,8.58,173.6,0.01209,89.82,25.74,1.45,0.1941,658.0,44.37,6268.0,4.429,0.07,1.1,1.188
6859546,13.4450174,0.0,0.531,2.118,196.2,0.013056,89.27,41.8,1.08,0.1006,606.0,31.92,5003.0,4.553,-0.1,0.759,0.75
7687365,26.1556767,0.0,0.166,1.542,295.0,0.015481,89.95,129.9,1.28,0.1594,501.0,14.92,5204.0,4.573,-0.18,0.76,0.787
7700500,4.60687717,0.0,0.341,2.295,258.7,0.01465,88.67,14.67,1.14,0.0482,865.0,132.78,5110.0,4.582,-0.4,0.711,0.704
8442795,502.20642,0.0,0.9802,9.39,447.9,0.027256,89.38,125.6,2.18,1.1522,212.0,0.48,6018.0,4.615,-0.98,0.733,0.807
8443812,8.3613732,0.0,0.067,3.649,104.7,0.009364,89.78,17.64,0.79,0.072,793.0,93.31,5470.0,4.509,-0.58,0.777,0.71
9397900,10.5113779,0.0,0.198,4.74,29.9,0.00507,89.32,16.7,0.72,0.0992,1052.0,289.46,6575.0,4.278,-0.22,1.305,1.182
9458266,1.58487898,0.0,0.417,1.791,42.9,0.006011,86.16,6.22,0.37,0.0218,943.0,187.91,4201.0,4.675,-0.46,0.566,0.552
10264293,20.9525604,0.0,0.74,3.986,232.9,0.01516,88.48,27.9,1.19,0.1364,495.0,14.2,4885.0,4.61,-0.04,0.72,0.773
10290021,3.72920972,0.0,0.5232,5.012,14.4,0.003585,83.65,4.92,0.8,0.0525,1713.0,2035.92,6215.0,3.955,-0.2,2.05,1.37
11288492,5.704593,0.0,0.285,1.149,129.9,0.010452,89.56,36.8,0.95,0.061,900.0,154.92,5523.0,4.566,-0.02,0.832,0.933
11288772,1.36752316,0.0,0.299,1.208,61.0,0.007198,87.94,8.34,0.82,0.0245,1684.0,1899.59,5836.0,4.417,0.14,1.048,1.044
11296724,1.9997244,0.0,0.37,1.976,85.1,0.008536,87.08,7.28,0.84,0.031,1385.0,870.41,5838.0,4.529,-0.08,0.897,0.992
1871483,14.137062,0.0,0.2133,2.264,393.0,0.017714,89.95,47.5,1.37,0.101,568.0,24.62,4861.0,4.574,-0.24,0.709,0.689
2161949,4.78113942,0.0,0.118,2.733,105.8,0.009326,89.49,13.41,1.14,0.0548,1130.0,386.46,5683.0,4.326,0.08,1.115,0.959
2161949,7.18864064,0.0,0.424,2.364,133.5,0.010693,88.86,21.33,1.3,0.072,987.0,223.87,5683.0,4.326,0.08,1.115,0.959
5083138,27.122801,0.0,0.3462,5.255,234.7,0.014111,89.38,37.59,1.46,0.1802,594.0,29.38,5878.0,4.512,0.07,0.945,1.058
5087223,5.62241111,0.0,0.4026,1.185,464.1,0.019835,89.38,34.0,1.17,0.0507,561.0,23.43,3894.0,4.71,-0.1,0.541,0.548
5092799,11.2901559,0.0,0.6285,10.475,163.8,0.012221,84.8,6.58,0.88,0.0849,617.0,34.17,5025.0,4.609,-0.64,0.657,0.639
5092799,28.24753303,,,13.2,,,,,,,,,,,,,
6019971,7.1356633,0.0,0.735,1.789,255.5,0.015893,88.03,21.4,1.38,0.0663,751.0,75.39,4926.0,4.522,0.07,0.793,0.763
6864706,14.5909249,0.0,0.3084,1.591,146.9,0.011062,89.95,67.5,0.93,0.1048,622.0,35.34,5214.0,4.527,-0.34,0.766,0.72
6867219,11.8496351,0.0,0.607,3.319,183.8,0.012962,88.43,22.13,1.31,0.1023,802.0,97.71,6032.0,4.508,-0.18,0.929,1.014
6878408,455.62395,0.0,0.335,13.07,1112.1,0.030751,89.93,259.6,3.0,1.153,228.0,0.64,5883.0,4.53,-0.14,0.892,0.985
7755741,1.75173647,0.0,0.6637,5.122,68.4,0.008072,72.19,2.137,3.86,0.0421,4900.0,136315.31,10894.0,3.667,0.07,4.378,3.249
9480398,407.14656,0.0,0.7466,23.26,82.3,0.008994,89.38,90.8,1.18,1.0765,272.0,1.29,5845.0,4.282,0.02,1.198,1.001
9490342,487.83894,0.0,0.1252,32.77,453.3,0.019229,89.95,115.03,3.94,1.2051,298.0,1.88,5421.0,3.882,-0.22,1.877,0.978
9513168,6.853888,0.0,0.469,2.561,653.8,0.023359,88.56,18.61,1.74,0.0625,613.0,33.32,4199.0,4.609,0.44,0.684,0.694
12116489,7.34672485,0.0,0.2525,2.136,143.0,0.010778,89.38,25.7,0.97,0.0722,784.0,89.33,5271.0,4.578,0.21,0.821,0.93
11411639,6.933574,0.0,0.05,2.43,276.7,0.015042,89.87,22.11,1.3,0.0682,829.0,111.53,5510.0,4.584,-0.18,0.793,0.888
2283362,0.673141323,0.0,0.1065,0.921,229.5,0.013791,88.81,5.66,1.29,0.0148,1834.0,2675.15,5461.0,4.552,0.14,0.858,0.957
2301068,8.60965352,0.0,0.213,2.218,63.2,0.007199,89.58,29.2,3.33,0.1006,1550.0,1365.41,5418.0,3.447,0.06,4.233,1.83
2422820,13.8911152,0.0,0.168,5.062,204.9,0.013015,89.54,20.95,1.12,0.1013,674.0,48.8,5472.0,4.499,-0.54,0.79,0.718
4274071,6.76890076,0.0,0.15,3.616,123.1,0.010077,89.4,14.29,1.24,0.0696,1017.0,253.3,5737.0,4.327,0.08,1.125,0.979
4282390,1.96134311,0.0,1.159,11.856,207.8,0.173014,12.47,1.187,41.53,0.0353,2167.0,5197.02,6221.0,3.935,0.26,2.198,1.516
5115688,486.77832,0.0,0.1737,15.29,370.8,0.017214,89.95,243.7,9.3,1.4638,409.0,6.6,5039.0,3.295,-0.16,4.95,1.765
6045093,28.2682167,0.0,0.5643,1.355,197.0,0.01329,89.95,134.1,1.22,0.1779,526.0,18.12,5496.0,4.564,0.04,0.838,0.939
6057750,1.6037058,0.0,0.729,9.067,32.8,0.005632,54.63,1.26,1.54,0.0322,2492.0,9138.09,6400.0,3.877,0.56,2.512,1.732
8391983,0.70965042,0.0,0.145,1.318,223.4,0.013629,88.0,4.17,1.49,0.0148,2036.0,4086.46,5618.0,4.373,-0.12,1.002,0.865
6947623,3.62657392,0.0,0.306,1.791,98.5,0.009052,88.82,14.88,0.79,0.0444,1014.0,250.0,5416.0,4.579,-0.08,0.8,0.89
7811211,0.902403563,0.0,0.8925,1.7129,4759.5,0.074796,69.9,2.594,6.17,0.0172,1688.0,1919.35,5776.0,4.599,-0.58,0.755,0.826
7812893,8.7998722,0.0,0.344,1.153,270.3,0.014814,89.65,55.7,1.09,0.0729,577.0,26.18,4298.0,4.603,0.12,0.675,0.668
7816935,6.87778029,0.0,0.08,3.199,124.0,0.01024,89.72,16.55,1.19,0.0735,1052.0,289.51,6274.0,4.434,-0.1,1.062,1.115
7868967,12.9489256,0.0,0.0847,2.162,331.0,0.016341,89.95,46.3,0.94,0.0882,416.0,7.09,3867.0,4.734,-0.1,0.525,0.545
8489260,130.235324,0.0,0.075,5.678,750.1,0.024722,89.98,179.1,2.44,0.5041,332.0,2.86,5616.0,4.529,0.16,0.903,1.006
10388451,17.1677675,0.0,0.4828,2.975,335.1,0.016943,89.38,39.5,0.97,0.1058,370.0,4.43,3761.0,4.724,0.0,0.526,0.535
10396708,8.50207749,0.0,0.073,3.057,117.3,0.009619,89.81,21.4,0.75,0.0722,679.0,50.14,4889.0,4.57,-0.24,0.715,0.693
11495989,1.322475635,0.0,1.198,5.307,997.3,0.234504,26.36,1.337,14.03,0.0193,1097.0,342.59,4668.0,4.7,-1.08,0.548,0.548
11551652,3.773744,0.0,0.9606,15.2,85.2,0.010794,32.66,1.144,2.44,0.0536,2001.0,3791.11,7302.0,3.965,-0.5,2.069,1.44
2449245,18.1772927,0.0,0.039,4.703,213.1,0.013378,89.93,29.91,1.5,0.1395,737.0,69.62,6158.0,4.455,-0.06,1.026,1.092
2557350,3.09872834,0.0,0.133,1.89,248.0,0.014297,89.39,12.61,0.64,0.0313,579.0,26.6,3628.0,4.842,-0.2,0.41,0.427
4372620,19.9310602,0.0,0.0766,8.48,97.9,0.008906,89.95,18.07,2.42,0.159,960.0,201.01,5500.0,3.775,0.16,2.491,1.348
5171707,0.813998812,0.0,0.045,0.675,183.4,0.012555,89.72,9.34,1.36,0.0168,1933.0,3285.52,5705.0,4.424,0.0,0.989,0.945
6111011,14.7639145,0.0,0.016,3.14,162.5,0.01158,89.97,36.3,0.93,0.1096,632.0,37.74,5541.0,4.613,-0.46,0.733,0.82
6128245,1.118510435,0.0,0.251,1.111,72.7,0.00789,88.09,7.53,0.75,0.0208,1684.0,1898.51,5918.0,4.544,-0.26,0.865,0.956
6956176,2.64185268,0.0,0.199,1.76,149.8,0.011112,89.0,11.38,3.56,0.0348,2104.0,4636.69,5195.0,3.409,-0.8,2.935,0.805
7902204,2.54031121,0.0,0.295,1.83,173.3,0.012081,88.35,10.29,1.2,0.0368,1268.0,611.31,5778.0,4.531,0.07,0.911,1.028
8566113,1.371587993,0.0,0.9829,12.901,456.1,0.028042,13.18,1.0084,4.91,0.0266,2413.0,8016.36,7045.0,4.154,-0.3,1.604,1.341
9588862,5.89773974,0.0,0.1566,2.243,77.9,0.008134,89.38,20.02,1.0,0.0657,1150.0,414.11,6300.0,4.371,-0.1,1.126,1.082
9596064,1.74145041,0.0,0.33,1.712,370.6,0.017531,87.48,7.51,1.46,0.0268,1234.0,547.5,5238.0,4.598,-0.1,0.764,0.854
9596892,20.2944118,0.0,8.7053,0.357,453.9,7.728274,88.24,274.5,774.73,0.1463,648.0,41.69,5865.0,4.518,-0.04,0.918,1.012
10450504,17.9908273,0.0,0.129,1.436,660.0,0.022928,89.92,97.11,1.88,0.1208,541.0,20.29,4918.0,4.546,-0.1,0.752,0.727
10464199,198.11309,0.0,0.1542,15.59,53.3,0.006707,89.95,96.6,1.09,0.6915,399.0,5.96,6163.0,4.144,-0.04,1.486,1.122
11602794,5.70509519,0.0,0.469,1.58,283.6,0.015647,88.92,24.87,1.58,0.0599,947.0,189.8,5455.0,4.448,0.04,0.927,0.88
5193439,129.847318,0.0,0.004,13.057,198.4,0.012907,90.0,77.0,1.45,0.5085,385.0,5.22,6133.0,4.427,-0.12,1.032,1.035
5215508,0.8867443,,,3.16,,,,,,,,,,,,,
6187508,2.28494301,0.0,0.013,1.01,161.8,0.01156,89.96,17.5,1.0,0.0321,1180.0,458.39,5396.0,4.571,-0.16,0.789,0.845
6209225,439.21978,0.0,0.2863,9.392,342.3,0.017205,89.95,348.7,1.81,1.1379,266.0,1.18,6553.0,4.479,-0.64,0.962,1.017
7939761,22.2548897,0.0,0.239,13.454,83.8,0.008284,88.9,12.39,2.16,0.1645,899.0,154.4,5349.0,3.76,-0.12,2.388,1.197
8613446,1.01485981,0.0,0.185,1.65,243.0,0.014362,87.76,4.72,1.61,0.0203,1928.0,3274.72,6158.0,4.453,-0.08,1.024,1.08
8624860,15.3902613,0.0,0.231,3.431,76.8,0.008048,89.61,33.63,4.39,0.1458,1459.0,1069.24,5649.0,3.282,-0.58,4.994,1.74
8625408,279.036565,0.0,1.198,31.92,395.2,0.217619,85.34,14.75,30.25,0.8734,323.0,2.58,6072.0,4.285,0.1,1.273,1.139
8686442,26.8552365,0.0,0.825,2.185,194.2,0.014325,89.38,55.4,1.49,0.1778,618.0,34.48,6045.0,4.494,-0.12,0.955,1.038
8693536,16.2347636,0.0,0.046,4.2,115.5,0.009904,89.91,29.8,1.28,0.1338,852.0,124.25,6478.0,4.371,-0.04,1.188,1.209
9635520,2.3518268,0.0,1.23,5.797,576.6,0.255735,33.07,1.468,39.82,0.0349,1535.0,1313.37,5445.0,4.14,0.48,1.426,1.024
9639106,3.57944367,0.0,0.3976,1.869,117.2,0.009952,88.24,13.6,0.87,0.0429,1018.0,253.89,5341.0,4.546,-0.14,0.801,0.824
9640123,8.2553499,0.0,0.918,3.959,54.5,0.00834,82.14,6.72,3.28,0.0957,1462.0,1079.27,5403.0,3.559,0.26,3.6,1.714
10546063,10.6982275,0.0,0.032,3.198,246.0,0.014411,89.93,25.9,1.73,0.0995,919.0,168.88,6277.0,4.417,-0.02,1.097,1.148
11650543,7.20558084,0.0,0.5196,2.997,58.0,0.007176,88.24,15.86,1.33,0.0756,1253.0,582.45,6002.0,4.025,-0.06,1.693,1.107
11671646,392.50115,0.0,0.1835,9.88,391.2,0.017596,89.95,303.9,1.9,1.0021,225.0,0.6,5128.0,4.388,0.46,0.988,0.87
11672354,5.29655591,0.0,0.37,3.93,135.4,0.010809,87.81,9.7,1.3,0.063,1156.0,421.14,6268.0,4.429,0.07,1.1,1.188
2716979,8.8324193,0.0,0.185,2.252,74.1,0.007933,89.38,29.697,0.98,0.0812,999.0,234.99,6060.0,4.29,-0.4,1.133,0.914
2834463,5.88836941,0.0,0.249,1.05,119.9,0.01018,89.66,42.0,1.21,0.0649,1125.0,379.27,6243.0,4.39,-0.14,1.084,1.048
4567118,521.10826,0.0,0.3485,18.36,244.7,0.014478,89.95,206.6,1.5,1.2173,231.0,0.68,5942.0,4.432,-0.4,0.947,0.884
5263167,3.39401963,0.0,0.166,2.984,98.4,0.009127,88.9,8.67,1.03,0.0448,1306.0,689.16,6181.0,4.431,-0.16,1.029,1.036
6265961,5.52507406,0.0,0.152,2.565,61.5,0.007094,89.47,16.39,0.8,0.0599,1028.0,263.79,5600.0,4.378,0.1,1.037,0.936
7103300,3.226232203,0.0,0.145,0.4022,36.3,0.006444,89.95,61.0,1.01,0.0455,1620.0,1627.1,6534.0,4.203,-0.22,1.437,1.205
8007675,2.352446342,0.0,0.755,1.6802,32.5,0.005663,83.94,7.153013,1.24,0.0376,2173.0,5269.29,6749.0,3.941,-0.34,2.003,1.28
9651602,3.90735046,0.0,0.088,2.896,109.3,0.009441,89.51,10.38,0.83,0.0469,1007.0,243.14,5497.0,4.577,-0.1,0.809,0.907
10586619,377.501257,0.0,0.033,11.98,541.4,0.021072,89.99,245.7,2.16,1.0357,242.0,0.81,5751.0,4.508,0.14,0.94,1.038
11773625,7.1969168,0.0,0.502,4.525,47.1,0.006392,87.29,10.63,1.1,0.0731,1132.0,388.54,5530.0,4.045,0.12,1.575,1.004
2970670,0.947554749,0.0,0.058,1.097,65.4,0.00734,89.51,6.66,0.67,0.0186,1633.0,1680.03,5508.0,4.569,0.07,0.84,0.955
2994092,50.271927,0.0,0.205,6.073,574.5,0.022157,89.81,63.3,2.94,0.2894,589.0,28.51,6520.0,4.375,0.07,1.215,1.279
8297017,128.208643,0.0,0.811,2.745,212.2,0.014778,89.79,217.7,6.15,0.6005,792.0,93.05,7128.0,3.52,-0.5,3.811,1.754
5295206,6.63448023,0.0,0.116,3.603,71.2,0.007791,89.53,14.095,1.04,0.0719,1177.0,453.27,6463.0,4.313,-0.2,1.225,1.126
