kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
3859079,CONFIRMED,53.5292702,0.0002683,-0.0002683,0.0,,,,,,0.346,0.104,-0.346,5.668,0.122,-0.122,1086.1,35.7,-35.7,0.029542,0.000732,-0.001236,89.72,,,70.0,18.7,-18.7,2.28,0.15,-0.08,0.2548,,,348.0,,,3.48,0.79,-0.49,4736.0,94.0,-94.0,4.624,0.012,-0.048,0.12,0.15,-0.15,0.708,0.046,-0.025,0.791,0.028,-0.052,,,
3228986,FALSE POSITIVE,0.730949487,5.253e-06,-5.253e-06,0.0,,,,,,0.86,0.07,-0.582,2.367,0.214,-0.214,87.3,7.0,-7.0,0.0098,0.002298,-0.001321,56.3,,,1.549,0.743,-0.743,1.27,0.22,-0.09,0.0169,,,2311.0,,,6730.38,2829.55,-1243.47,6238.0,68.0,-87.0,4.365,0.04,-0.12,0.14,0.15,-0.2,1.191,0.198,-0.085,1.204,0.076,-0.093,,,
6309264,FALSE POSITIVE,14.2821417,0.0001594,-0.0001594,0.0,,,,,,0.012,0.457,-0.012,2.068,0.255,-0.255,224.9,30.6,-30.6,0.013573,0.000969,-0.001228,89.99,,,53.5,26.6,-26.6,1.08,0.15,-0.1,0.1045,,,625.0,,,36.03,16.92,-9.49,5374.0,160.0,-160.0,4.588,0.052,-0.084,-0.48,0.3,-0.3,0.726,0.104,-0.064,0.744,0.092,-0.061,,,
10749128,FALSE POSITIVE,125.0426,0.02108,-0.02108,0.0,,,,,,0.5215,0.4586,-0.3078,8.99,1.5,-1.5,104.3,18.0,-18.0,0.009638,0.000291,-0.001633,89.95,,,91.9,38.6,-38.6,1.2,0.69,-0.14,0.5046,,,416.0,,,7.06,12.32,-2.2,6273.0,153.0,-193.0,4.364,0.08,-0.325,-0.06,0.22,-0.3,1.139,0.659,-0.133,1.092,0.273,-0.114,,,
10905911,CONFIRMED,1.34155642,3.569e-06,-3.569e-06,0.0,,,,,,0.259,0.196,-0.259,1.6462,0.0625,-0.0625,58.2,2.9,-2.9,0.006995,0.000232,-0.000279,87.56,,,6.089,0.898,-0.898,0.74,0.11,-0.06,0.0234,,,1642.0,,,1715.26,696.96,-400.72,5779.0,104.0,-115.0,4.44,0.072,-0.117,-0.08,0.15,-0.15,0.97,0.14,-0.086,0.945,0.062,-0.062,,,
6850665,FALSE POSITIVE,214.715417,0.001426,-0.001426,0.0,,,,,,0.981,0.156,-0.054,34.146,0.536,-0.536,5211.2,43.0,-43.0,0.112845,0.12604,-0.028672,87.77,,,25.26,9.6,-9.6,71.79,15.05,-22.57,0.7895,,,602.0,,,31.0,18.08,-17.67,5022.0,100.0,-110.0,3.06,0.24,-0.16,-0.3,0.2,-0.25,5.826,1.221,-1.832,1.421,0.217,-0.403,,,
8240746,FALSE POSITIVE,184.568,0.01104,-0.01104,0.0,,,,,,0.2544,0.2051,-0.2543,13.09,1.2,-1.2,409.9,50.9,-50.9,0.018639,0.000903,-0.001845,89.95,,,106.2,30.1,-30.1,1.53,0.58,-0.11,0.5911,,,282.0,,,1.5,1.73,-0.33,5680.0,173.0,-149.0,4.595,0.032,-0.226,-0.54,0.34,-0.28,0.75,0.287,-0.052,0.807,0.099,-0.072,,,
8007675,CANDIDATE,2.352446342,,,0.0,,,,,,0.755,,,1.6802,,,32.5,,,0.005663,0.0,0.0,83.94,,,7.153013,,,1.24,0.28,-0.35,0.0376,,,2173.0,,,5269.29,3512.39,-2848.99,6749.0,169.0,-203.0,3.941,0.247,-0.114,-0.34,0.3,-0.25,2.003,0.458,-0.56,1.28,0.224,-0.204,,,
3240406,FALSE POSITIVE,0.934181579,9.459e-06,-9.459e-06,0.0,,,,,,0.62,0.33,-0.388,3.943,0.261,-0.261,12.1,0.8,-0.8,0.003357,2.8e-05,-0.000239,67.58,,,1.626,0.609,-0.609,0.79,0.13,-0.13,0.0228,,,3268.0,,,26937.31,10761.06,-8915.37,7624.0,68.0,-91.0,4.029,0.11,-0.11,0.1,0.1,-0.2,2.152,0.349,-0.349,1.803,0.116,-0.174,,,
9044228,CONFIRMED,0.934885365,9.1e-07,-9.1e-07,0.0,,,,,,0.731,0.159,-0.487,1.4083,0.0277,-0.0277,270.4,5.7,-5.7,0.01638,0.001764,-0.001591,78.54,,,3.68,1.4,-1.4,3.21,1.91,-1.91,0.0184,,,2080.0,,,4435.29,8252.09,-3775.76,4777.0,143.0,-119.0,3.909,0.707,-0.353,0.56,0.05,-0.3,1.795,1.067,-1.067,0.953,0.187,-0.168,,,
6200529,FALSE POSITIVE,374.92478,0.07208,-0.07208,0.0,,,,,,0.348,0.1259,-0.3478,18.05,3.6,-3.6,610.0,153.0,-153.0,0.022168,0.002898,-0.003607,89.95,,,152.5,75.8,-75.8,1.67,0.09,-0.14,0.8955,,,171.0,,,0.2,0.05,-0.05,4407.0,136.0,-129.0,4.593,0.044,-0.019,0.08,0.24,-0.28,0.69,0.037,-0.056,0.681,0.052,-0.053,,,
3834322,FALSE POSITIVE,0.498434645,9.04e-07,-9.04e-07,0.0,,,,,,0.288,0.171,-0.288,0.955,0.0604,-0.0604,239.2,11.8,-11.8,0.014007,0.000488,-0.000706,85.79,,,3.928,0.458,-0.458,1.08,0.1,-0.08,0.0112,,,1676.0,,,1873.28,616.96,-457.57,4784.0,129.0,-143.0,4.618,0.028,-0.052,0.0,0.3,-0.3,0.708,0.066,-0.054,0.766,0.053,-0.07,,,
6425597,CANDIDATE,29.1206519,0.0003795,-0.0003795,0.0,,,,,,0.195,0.26,-0.195,2.89,0.286,-0.286,415.5,51.0,-51.0,0.01865,0.00118,-0.001566,89.86,,,77.0,10.1,-10.1,1.6,0.38,-0.14,0.1766,,,528.0,,,18.43,12.61,-4.99,5671.0,152.0,-169.0,4.582,0.038,-0.152,-0.34,0.3,-0.3,0.788,0.182,-0.073,0.872,0.089,-0.097,,,
8429314,CONFIRMED,115.6863392,0.0008968,-0.0008968,0.0,,,,,,0.226,0.223,-0.226,4.65,0.148,-0.148,945.9,51.5,-51.5,0.028036,0.001186,-0.000952,89.93,,,190.6,26.4,-26.4,3.52,0.58,-0.44,0.4684,,,401.0,,,6.09,2.64,-1.68,5800.0,78.0,-87.0,4.327,0.11,-0.11,0.14,0.15,-0.15,1.149,0.19,-0.142,1.021,0.081,-0.059,,,
7013923,FALSE POSITIVE,2.21396079,2.323e-05,-2.323e-05,0.0,,,,,,0.143,0.318,-0.143,3.452,0.627,-0.627,119.4,19.3,-19.3,0.009681,0.001419,-0.000417,88.33,,,4.93,2.1,-2.1,0.87,0.06,-0.09,0.0308,,,1123.0,,,375.04,109.89,-110.31,4922.0,148.0,-148.0,4.505,0.084,-0.058,0.2,0.2,-0.3,0.823,0.059,-0.088,0.79,0.067,-0.055,,,
6131659,FALSE POSITIVE,17.527826808,1.1e-06,-1.1e-06,0.0,,,,,,0.567,0.007,-0.009,5.78491,0.00262,-0.00262,347520.0,102.0,-102.0,0.617449,0.003636,-0.005225,89.07,,,35.081,0.452,-0.452,49.36,4.85,-4.39,0.1196,,,554.0,,,22.31,7.95,-5.69,5079.0,151.0,-136.0,4.579,0.05,-0.05,-0.24,0.3,-0.3,0.732,0.072,-0.065,0.741,0.085,-0.064,,,
3116302,FALSE POSITIVE,134.96694,0.01484,-0.01484,0.0,,,,,,0.0156,0.4553,-0.0156,18.43,4.6,-4.6,68.4,16.5,-16.5,0.007583,0.001665,-0.000244,89.95,,,56.4,26.5,-26.5,0.87,0.43,-0.09,0.5244,,,385.0,,,5.18,7.36,-1.49,6154.0,146.0,-186.0,4.416,0.062,-0.308,-0.1,0.22,-0.3,1.053,0.511,-0.107,1.049,0.219,-0.117,,,
6871071,CANDIDATE,11.9294568,0.000124,-0.000124,0.0,,,,,,0.3789,0.0692,-0.3787,3.193,0.257,-0.257,132.3,13.0,-13.0,0.010682,0.000495,-0.000748,89.38,,,26.8,11.8,-11.8,1.05,0.42,-0.11,0.0984,,,797.0,,,95.42,113.61,-27.14,5975.0,166.0,-168.0,4.48,0.067,-0.278,-0.44,0.3,-0.28,0.9,0.361,-0.094,0.891,0.118,-0.085,,,
11288051,CONFIRMED,30.9505927,0.0002187,-0.0002187,0.0,,,,,,0.958,0.015,-0.665,5.394,0.208,-0.208,301.4,14.2,-14.2,0.021282,0.000207,-0.005123,86.47,,,15.57,7.7,-7.7,1.51,0.11,-0.05,0.1719,,,428.0,,,7.91,1.86,-1.14,4983.0,100.0,-100.0,4.66,0.017,-0.052,-0.44,0.15,-0.15,0.651,0.044,-0.024,0.715,0.031,-0.052,,,
4650674,CONFIRMED,4.51436096,1.371e-05,-1.371e-05,0.0,,,,,,0.118,0.319,-0.118,3.0083,0.0742,-0.0742,230.7,9.5,-9.5,0.013852,0.000469,-0.000377,89.42,,,11.56,1.0,-1.0,1.84,0.31,-0.24,0.055,,,1231.0,,,543.73,237.3,-151.46,5940.0,71.0,-79.0,4.306,0.115,-0.115,0.12,0.15,-0.15,1.215,0.207,-0.155,1.091,0.073,-0.079,,,
8260902,CONFIRMED,38.6715843,0.0002103,-0.0002103,0.0,,,,,,0.773,0.143,-0.532,5.532,0.148,-0.148,599.3,26.8,-26.8,0.024605,0.004088,-0.00255,88.77,,,35.9,17.4,-17.4,2.45,0.83,-0.38,0.2079,,,502.0,,,15.03,15.04,-5.49,5432.0,159.0,-159.0,4.42,0.147,-0.273,-0.16,0.3,-0.25,0.913,0.306,-0.141,0.801,0.124,-0.057,,,
11657891,CONFIRMED,2.514628496,4.428e-06,-4.428e-06,0.0,,,,,,0.247,0.218,-0.247,1.6239,0.0517,-0.0517,228.4,8.2,-8.2,0.013835,0.000511,-0.000318,88.78,,,11.65,3.4,-3.4,1.27,0.31,-0.11,0.0354,,,1217.0,,,517.89,376.64,-126.58,5662.0,152.0,-152.0,4.56,0.031,-0.168,-0.12,0.3,-0.3,0.84,0.207,-0.069,0.937,0.083,-0.115,,,
9932197,CANDIDATE,86.95432088,,,,,,,,,,,,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7102316,CONFIRMED,57.2488518,0.000324,-0.000324,0.0,,,,,,0.022,0.417,-0.022,6.083,0.134,-0.134,1455.6,51.9,-51.9,0.034581,0.001352,-0.000618,89.98,,,74.36,3.5,-3.5,3.19,0.88,-0.29,0.2818,,,431.0,,,8.17,6.79,-2.21,5642.0,169.0,-169.0,4.542,0.044,-0.176,-0.14,0.3,-0.3,0.846,0.233,-0.078,0.91,0.104,-0.095,,,
10407221,FALSE POSITIVE,0.933746783,3.275e-06,-3.275e-06,0.0,,,,,,0.007,0.291,-0.006,4.255,0.114,-0.114,417.5,8.6,-8.6,0.017991,0.000405,-0.000176,89.79,,,1.8121,0.0619,-0.0619,1.3,0.1,-0.11,0.0162,,,1309.0,,,696.63,205.15,-181.72,4643.0,126.0,-140.0,4.61,0.052,-0.028,-0.28,0.3,-0.3,0.663,0.052,-0.057,0.652,0.08,-0.046,,,
9834719,FALSE POSITIVE,1.621668852,1.356e-06,-1.356e-06,0.0,,,,,,1.194,22.82,-0.476,1.7517,0.0379,-0.0379,7662.0,139.0,-139.0,0.310564,22.77667,-0.455119,72.67,,,4.01,2.0,-2.0,32.76,10.75,-3.59,0.0274,,,1598.0,,,1546.28,1496.11,-466.3,6106.0,169.0,-190.0,4.487,0.054,-0.229,-0.16,0.25,-0.35,0.966,0.317,-0.106,1.043,0.14,-0.14,,,
8480285,CONFIRMED,29.66631669,5.989e-05,-5.989e-05,0.0,,,,,,0.019,0.311,-0.019,8.412,0.052,-0.052,668.0,7.6,-7.6,0.023633,0.000334,-0.000189,89.96,,,27.58,0.716,-0.716,2.83,0.41,-0.4,0.1827,,,644.0,,,40.68,16.48,-13.18,5956.0,107.0,-119.0,4.322,0.137,-0.112,-0.28,0.15,-0.15,1.098,0.158,-0.158,0.922,0.073,-0.059,,,
7109851,FALSE POSITIVE,1.086486129,2.41e-06,-2.41e-06,0.0,,,,,,0.524,0.013,-0.456,0.8383,0.0626,-0.0626,66.0,4.5,-4.5,0.007758,0.000225,-0.000452,86.48,,,8.55,3.7,-3.7,1.69,0.33,-0.59,0.0211,,,2539.0,,,9816.28,5812.69,-6120.31,5911.0,177.0,-159.0,3.861,0.315,-0.126,-0.38,0.35,-0.25,2.0,0.379,-0.704,1.06,0.173,-0.173,,,
6363494,FALSE POSITIVE,1.815632406,1.05e-06,-1.05e-06,0.0,,,,,,1.04,0.107,-0.059,3.35773,0.00347,-0.00347,61574.0,52.6,-52.6,0.413671,0.085654,-0.044511,75.41,,,4.128,0.176,-0.176,108.78,37.08,-37.09,0.0395,,,3429.0,,,32652.55,33054.24,-20746.31,9954.0,284.0,-426.0,4.07,0.21,-0.21,0.07,0.15,-0.6,2.408,0.821,-0.821,2.485,0.367,-0.681,,,
5436502,CONFIRMED,6.15560285,2.704e-05,-2.704e-05,0.0,,,,,,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,285.0,8.6,-8.6,0.015336,0.00045,-0.000362,88.56,,,9.34,1.2,-1.2,2.32,0.4,-0.45,0.0676,,,1146.0,,,406.94,200.73,-159.95,5739.0,114.0,-103.0,4.191,0.162,-0.108,0.3,0.1,-0.15,1.384,0.242,-0.266,1.083,0.1,-0.075,,,
6948054,CONFIRMED,17.46087931,5.278e-05,-5.278e-05,0.0,,,,,,0.594,0.326,-0.377,2.2641,0.0721,-0.0721,812.4,38.3,-38.3,0.026969,0.005973,-0.001433,89.31,,,49.3,19.7,-19.7,2.32,0.15,-0.12,0.1236,,,568.0,,,24.6,5.57,-4.08,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,,,
10395543,CANDIDATE,3.687469832,3.9e-07,-3.9e-07,0.0,,,,,,0.919,0.026,-0.016,1.0668,0.0166,-0.0166,5057.6,18.9,-18.9,0.087283,0.009368,-0.006323,86.57,,,15.376,0.551,-0.551,5.78,0.22,-0.34,0.0397,,,690.0,,,53.6,8.84,-9.66,4004.0,79.0,-79.0,4.659,0.035,-0.015,0.12,0.15,-0.15,0.606,0.023,-0.035,0.611,0.03,-0.033,,,
9827149,FALSE POSITIVE,5.9703813,0.0001085,-0.0001085,0.0,,,,,,0.8826,0.0472,-0.619,0.669,0.361,-0.361,210.3,35.9,-35.9,0.016021,0.015179,-0.005777,88.81,,,34.338,0.555,-0.555,1.69,0.79,-0.13,0.0662,,,981.0,,,218.94,314.73,-58.15,5825.0,175.0,-210.0,4.504,0.033,-0.325,0.21,0.17,-0.27,0.965,0.455,-0.075,1.083,0.201,-0.135,,,
4940201,FALSE POSITIVE,4.408295716,9.56e-07,-9.56e-07,0.0,,,,,,1.159,0.044,-0.036,3.62479,0.00956,-0.00956,37964.0,116.0,-116.0,0.439752,0.034199,-0.035367,81.71,,,8.0397,0.0553,-0.0553,35.68,7.15,-3.07,0.0492,,,942.0,,,186.23,115.68,-46.79,5496.0,164.0,-148.0,4.607,0.032,-0.128,-0.38,0.35,-0.3,0.743,0.149,-0.064,0.825,0.088,-0.088,,,
5898983,CANDIDATE,40.1454757,0.0008974,-0.0008974,0.0,,,,,,0.491,0.451,-0.286,5.2,3.9,-3.9,310.8,67.1,-67.1,0.016638,0.00602,-0.002107,89.46,,,52.5,23.6,-23.6,13.01,1.98,-5.94,0.3196,,,1640.0,,,1708.38,1122.5,-1423.71,7852.0,447.0,-1044.0,3.159,0.368,-0.092,-0.5,0.3,-0.05,7.162,1.091,-3.273,2.697,0.296,-0.83,,,
3103212,CANDIDATE,3.25424652,3.34e-05,-3.34e-05,0.0,,,,,,0.665,0.297,-0.439,5.378,0.235,-0.235,82.1,5.2,-5.2,0.008748,0.00242,-0.000588,79.35,,,3.6,1.3,-1.3,0.96,0.14,-0.08,0.0426,,,1220.0,,,521.81,205.64,-106.85,5692.0,77.0,-86.0,4.421,0.076,-0.114,0.08,0.15,-0.15,1.004,0.15,-0.081,0.968,0.061,-0.061,,,
9180282,FALSE POSITIVE,2.79123954,1.266e-05,-1.266e-05,0.0,,,,,,0.709,0.061,-0.504,2.843,0.118,-0.118,154.8,7.3,-7.3,0.012196,0.001554,-0.000795,82.56,,,5.48,2.6,-2.6,2.22,0.68,-0.61,0.0425,,,1771.0,,,2322.96,2075.0,-1238.83,6407.0,173.0,-192.0,4.111,0.22,-0.18,0.0,0.25,-0.3,1.668,0.508,-0.457,1.311,0.197,-0.241,,,
10073672,CANDIDATE,2.252976718,8.335e-06,-8.335e-06,0.0,,,,,,0.157,0.303,-0.157,1.7131,0.0779,-0.0779,467.9,24.9,-24.9,0.019552,0.000984,-0.000555,89.11,,,10.14,1.8,-1.8,1.19,0.07,-0.06,0.0281,,,795.0,,,94.26,19.31,-16.63,4039.0,80.0,-80.0,4.708,0.023,-0.03,-0.16,0.15,-0.15,0.559,0.031,-0.031,0.583,0.029,-0.038,,,
6119921,FALSE POSITIVE,245.01902,0.01676,-0.01676,0.0,,,,,,0.3471,0.1352,-0.347,8.56,1.9,-1.9,375.9,60.6,-60.6,0.017977,0.001352,-0.001998,89.95,,,209.3,90.5,-90.5,1.98,0.89,-0.19,0.7796,,,310.0,,,2.17,2.88,-0.62,6167.0,159.0,-205.0,4.451,0.051,-0.304,-0.14,0.22,-0.32,1.01,0.454,-0.097,1.046,0.199,-0.123,,,
9305831,CONFIRMED,3.246732048,3.94e-07,-3.94e-07,0.0,,,,,,0.475,0.043,-0.082,3.0535,0.0194,-0.0194,6998.2,11.7,-11.7,0.077925,0.00046,-0.000889,86.55,,,7.89,1.0,-1.0,12.4,1.03,-0.93,0.0442,,,1459.0,,,1072.7,277.96,-225.02,5763.0,103.0,-114.0,4.15,0.055,-0.044,0.26,0.15,-0.15,1.457,0.121,-0.109,1.093,0.124,-0.076,,,
8379705,CONFIRMED,11.1296971,9.103e-05,-9.103e-05,0.0,,,,,,0.572,0.383,-0.369,2.942,0.218,-0.218,371.0,30.0,-30.0,0.018314,0.00037,-0.001411,88.66,,,24.37,8.5,-8.5,1.93,0.62,-0.2,0.0989,,,843.0,,,119.44,115.92,-36.66,6122.0,190.0,-232.0,4.487,0.052,-0.208,-0.18,0.3,-0.3,0.964,0.309,-0.097,1.041,0.14,-0.14,,,
3838486,FALSE POSITIVE,2.99025443,1.168e-05,-1.168e-05,0.0,,,,,,0.014,0.334,-0.014,5.414,0.113,-0.113,589.2,14.1,-14.1,0.021279,0.000617,-0.000352,89.81,,,4.349,0.252,-0.252,1.7,0.1,-0.15,0.0367,,,918.0,,,168.45,43.55,-45.45,4667.0,140.0,-154.0,4.578,0.048,-0.028,0.1,0.25,-0.3,0.731,0.042,-0.063,0.737,0.058,-0.058,,,
8099138,CONFIRMED,66.1843646,0.0004536,-0.0004536,0.0,,,,,,0.877,0.024,-0.63,5.155,0.149,-0.149,560.5,30.0,-30.0,0.025433,0.001447,-0.004219,89.03,,,52.0,25.3,-25.3,2.72,0.37,-0.21,0.3179,,,436.0,,,8.57,3.14,-1.66,5640.0,76.0,-84.0,4.447,0.063,-0.117,0.14,0.15,-0.15,0.978,0.135,-0.073,0.977,0.056,-0.056,,,
5088400,CONFIRMED,8.82715783,7.379e-05,-7.379e-05,0.0,,,,,,0.249,0.22,-0.248,2.019,0.187,-0.187,368.6,40.8,-40.8,0.017452,0.001208,-0.001196,89.57,,,32.96,10.0,-10.0,1.67,0.23,-0.06,0.0829,,,797.0,,,95.25,34.6,-11.99,5550.0,75.0,-83.0,4.539,0.021,-0.112,0.12,0.15,-0.15,0.878,0.12,-0.032,0.972,0.041,-0.065,,,
5983532,FALSE POSITIVE,441.877824,0.007177,-0.007177,0.0,,,,,,1.5335,0.4353,-0.3001,6.647,0.72,-0.72,1300.0,131.0,-131.0,0.570375,0.086236,-0.535064,89.38,,,171.8,76.6,-76.6,39.55,3.36,-3.92,0.9718,,,158.0,,,0.15,0.05,-0.04,4437.0,133.0,-129.0,4.629,0.054,-0.03,-0.26,0.33,-0.32,0.635,0.054,-0.063,0.627,0.066,-0.053,,,
3098194,FALSE POSITIVE,30.476518853,6.891e-06,-6.891e-06,0.0,,,,,,0.6,0.006,-0.009,10.2264,0.00993,-0.00993,326630.0,287.0,-287.0,0.609498,0.002827,-0.005362,88.99,,,34.0215,0.087,-0.087,71.42,21.36,-14.25,0.1822,,,592.0,,,28.96,26.07,-12.32,5527.0,166.0,-149.0,4.315,0.205,-0.205,-0.02,0.25,-0.25,1.073,0.321,-0.214,0.867,0.122,-0.071,,,
7123580,FALSE POSITIVE,326.36595188,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8741470,CANDIDATE,6.23968392,2.442e-05,-2.442e-05,0.0,,,,,,0.679,0.049,-0.537,0.668,0.18,-0.18,155.9,22.8,-22.8,0.012425,0.001105,-0.004974,89.27,,,53.6,24.6,-24.6,1.55,0.41,-0.3,0.0654,,,1060.0,,,299.03,235.11,-125.1,5751.0,156.0,-156.0,4.303,0.18,-0.18,0.0,0.25,-0.3,1.143,0.305,-0.222,0.956,0.125,-0.091,,,
12252732,FALSE POSITIVE,595.78152,0.03389,-0.03389,0.0,,,,,,0.164,0.283,-0.164,15.97,1.2,-1.2,84.9,9.5,-9.5,0.008368,0.000561,-0.000532,89.97,,,283.5,57.0,-57.0,1.18,0.24,-0.34,1.3209,,,245.0,,,0.85,0.53,-0.46,5618.0,154.0,-126.0,4.155,0.286,-0.132,-0.18,0.3,-0.25,1.288,0.271,-0.372,0.865,0.118,-0.064,,,
9962455,CONFIRMED,5.77721259,2.802e-05,-2.802e-05,0.0,,,,,,0.692,0.261,-0.456,2.462,0.116,-0.116,134.3,8.5,-8.5,0.011293,0.002889,-0.000875,87.0,,,13.24,5.1,-5.1,2.17,0.42,-0.43,0.0631,,,1260.0,,,596.37,341.42,-234.96,5416.0,130.0,-87.0,3.951,0.168,-0.112,0.0,0.15,-0.15,1.756,0.344,-0.344,1.004,0.131,-0.081,,,
9589323,CONFIRMED,3.949627144,5.3e-06,-5.3e-06,0.0,,,,,,0.049,0.379,-0.049,1.5485,0.0387,-0.0387,807.2,21.7,-21.7,0.025401,0.000911,-0.000488,89.86,,,19.966,0.715,-0.715,2.32,0.29,-0.22,0.0463,,,966.0,,,206.05,90.56,-56.01,5155.0,170.0,-154.0,4.523,0.056,-0.084,0.14,0.25,-0.3,0.836,0.104,-0.078,0.849,0.071,-0.071,,,
9166862,CONFIRMED,3.855603916,3.68e-07,-3.68e-07,0.0,,,,,,0.348,0.027,-0.039,3.2179,0.0101,-0.0101,16653.0,18.2,-18.2,0.119176,0.000279,-0.000403,87.96,,,9.763,0.375,-0.375,13.61,3.8,-1.35,0.0505,,,1212.0,,,508.65,435.35,-163.96,6033.0,193.0,-265.0,4.46,0.048,-0.192,0.21,0.2,-0.25,1.046,0.292,-0.104,1.153,0.125,-0.152,,,
10491544,FALSE POSITIVE,22.77194512,3.166e-05,-3.166e-05,0.0,,,,,,1.263,0.091,-0.182,10.1995,0.0595,-0.0595,30246.0,168.0,-168.0,0.500445,0.076776,-0.165509,84.78,,,13.885,0.546,-0.546,251.93,147.2,-67.93,0.1468,,,1254.0,,,584.54,1068.82,-297.05,5073.0,154.0,-102.0,3.02,0.352,-0.288,-0.76,0.3,-0.25,4.61,2.693,-1.243,0.812,0.352,-0.02,,,
9518651,FALSE POSITIVE,2.17823752,2.245e-05,-2.245e-05,0.0,,,,,,0.037,0.403,-0.037,2.259,0.26,-0.26,44.0,5.7,-5.7,0.006094,0.0005,-0.000385,89.71,,,7.43,2.8,-2.8,0.64,0.18,-0.09,0.0318,,,1473.0,,,1114.8,879.64,-392.18,6052.0,163.0,-181.0,4.422,0.105,-0.18,-0.44,0.3,-0.3,0.969,0.26,-0.14,0.905,0.109,-0.099,,,
2305866,CANDIDATE,115.230655,0.002097,-0.002097,0.0,,,,,,0.95,0.002,-0.659,17.735,0.373,-0.373,164.4,8.0,-8.0,0.014633,1.2e-05,-0.002786,86.94,,,17.77,8.9,-8.9,4.02,0.96,-1.92,0.5311,,,632.0,,,37.8,26.92,-28.99,6585.0,182.0,-250.0,3.813,0.448,-0.112,-0.08,0.25,-0.3,2.517,0.602,-1.204,1.502,0.211,-0.362,,,
11198419,CANDIDATE,88.523517,0.002337,-0.002337,0.0,,,,,,0.9117,0.0087,-0.6588,7.22,1.0,-1.0,828.0,104.0,-104.0,0.031674,0.003421,-0.007935,88.81,,,45.2,22.1,-22.1,1.6,0.17,-0.24,0.3027,,,209.0,,,0.45,0.13,-0.15,3827.0,56.0,-75.0,4.782,0.06,-0.07,-0.4,0.1,-0.3,0.462,0.05,-0.07,0.471,0.05,-0.09,,,
5471617,FALSE POSITIVE,94.38163,0.01163,-0.01163,0.0,,,,,,0.593,0.0552,-0.4628,11.87,2.8,-2.8,91.2,16.3,-16.3,0.009053,0.000767,-0.000984,89.38,,,49.6,24.5,-24.5,2.04,1.62,-1.31,0.3796,,,537.0,,,19.72,49.95,-17.43,5221.0,127.0,-116.0,3.72,0.821,-0.402,-0.6,0.28,-0.24,2.067,1.636,-1.33,0.819,0.3,-0.102,,,
8168509,CANDIDATE,414.45008,0.0121,-0.0121,0.0,,,,,,0.9853,17.9,-0.0761,19.15,1.1,-1.1,729.5,50.6,-50.6,0.03813,16.92788,-0.012253,88.81,,,54.1,26.5,-26.5,7.01,4.33,-1.51,1.2215,,,364.0,,,4.17,8.13,-2.01,7037.0,215.0,-299.0,4.136,0.135,-0.135,-0.16,0.26,-0.36,1.683,1.04,-0.361,1.417,0.313,-0.282,,,
2438264,CONFIRMED,15.90688891,2.554e-05,-2.554e-05,0.0,,,,,,0.014,0.417,-0.014,3.9879,0.044,-0.044,924.7,13.4,-13.4,0.027043,0.000852,-0.000308,89.97,,,31.3,1.6,-1.6,2.35,0.16,-0.12,0.1164,,,588.0,,,28.32,6.44,-4.86,5097.0,101.0,-101.0,4.554,0.036,-0.05,0.08,0.15,-0.15,0.797,0.052,-0.042,0.829,0.043,-0.043,,,
8349582,CONFIRMED,11.523067458,9.452e-06,-9.452e-06,0.0,,,,,,0.0,0.304,0.0,3.8757,0.0209,-0.0209,507.3,4.2,-4.2,0.020288,0.000272,-0.000132,90.0,,,23.181,0.263,-0.263,3.13,0.2,-0.17,0.1017,,,927.0,,,174.81,35.33,-25.81,5644.0,84.0,-75.0,4.162,0.033,-0.03,0.3,0.15,-0.15,1.411,0.091,-0.073,1.053,0.115,-0.057,,,
8313667,CANDIDATE,30.5872153,0.0001313,-0.0001313,0.0,,,,,,0.013,0.424,-0.013,5.3698,0.0906,-0.0906,464.8,16.1,-16.1,0.01965,0.000729,-0.00033,89.98,,,44.37,2.1,-2.1,2.32,0.39,-0.24,0.1931,,,621.0,,,35.08,16.21,-9.22,5944.0,106.0,-130.0,4.38,0.08,-0.12,0.0,0.15,-0.15,1.082,0.181,-0.111,1.024,0.083,-0.068,,,
